,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
2811,2348036,No,21.0,30,E1,10.0,10.0,0.0,No,No,Male,Agency,3,BFSI,Bangalore,27,Not Joined
2812,2348060,No,2.0,30,E1,50.0,62.5,8.33,No,No,Male,Direct,4,INFRA,Mumbai,32,Joined
2813,2348066,No,0.0,30,E1,38.89,33.33,-4.0,No,No,Male,Agency,3,BFSI,Bangalore,28,Joined
2815,2348085,Yes,15.0,30,E1,30.0,20.0,-7.69,No,No,Male,Agency,4,BFSI,Bangalore,30,Joined
2817,2348093,No,37.0,30,E1,30.43,19.57,-8.33,No,No,Male,Direct,3,BFSI,Bangalore,25,Joined
2818,2348102,Yes,16.0,30,E1,38.89,33.33,-4.0,No,No,Male,Agency,4,BFSI,Bangalore,31,Joined
2819,2348103,No,37.0,30,E2,36.78,36.78,0.0,No,Yes,Male,Direct,2,INFRA,Noida,25,Joined
2822,2348139,Yes,55.0,30,E1,57.14,37.14,-12.73,No,No,Male,Agency,4,BFSI,Bangalore,28,Joined
2823,2348170,No,7.0,30,E1,73.91,69.57,-2.5,No,No,Male,Agency,2,ERS,Chennai,28,Joined
2824,2348181,No,3.0,60,E2,42.86,42.86,0.0,No,No,Male,Agency,5,INFRA,Chennai,27,Joined
2825,2348198,Yes,31.0,30,E1,37.93,34.48,-2.5,No,No,Male,Agency,2,ERS,Chennai,25,Joined
2826,2348205,No,21.189619305179946,60,E2,20.0,15.0,-4.17,No,No,Male,Direct,7,ETS,Noida,30,Not Joined
2827,2348209,No,1.0,30,E2,42.86,33.41,-6.61,No,No,Male,Direct,5,INFRA,Noida,30,Not Joined
2828,2348305,Yes,13.0,90,E2,35.14,21.62,-10.0,No,No,Male,Direct,7,BFSI,Bangalore,35,Joined
2830,2348443,No,12.0,30,E1,50.0,62.5,8.33,No,No,Female,Direct,5,ERS,Chennai,30,Joined
2831,2348599,Yes,41.0,90,E2,29.94,29.94,0.0,No,No,Male,Direct,7,ETS,Chennai,33,Joined
2832,2349422,No,1.0,60,E2,50.0,50.0,0.0,No,No,Male,Direct,6,INFRA,Noida,28,Joined
2835,2349512,No,21.189619305179946,60,E2,57.14,71.43,9.09,No,No,Male,Direct,4,INFRA,Noida,28,Not Joined
2836,2350880,Yes,43.0,60,E1,50.94,37.74,-8.75,No,No,Male,Agency,6,BFSI,Bangalore,33,Not Joined
2837,2351269,No,31.0,30,E2,48.1,28.35,-13.33,No,No,Male,Agency,8,BFSI,Bangalore,39,Joined
2838,2351414,No,4.0,30,E2,43.2,25.3,-12.5,No,No,Male,Agency,8,BFSI,Bangalore,32,Not Joined
2839,2351522,No,29.0,30,E1,34.15,21.95,-9.09,No,No,Male,Direct,6,BFSI,Bangalore,31,Joined
2841,2351533,Yes,8.0,30,E1,23.6,23.6,0.0,No,No,Male,Agency,3,Healthcare,Noida,31,Joined
2842,2351549,No,9.0,30,E2,38.89,28.89,-7.2,No,No,Male,Direct,8,BFSI,Bangalore,37,Joined
2843,2351587,No,4.0,30,E2,28.76,18.03,-8.33,No,No,Male,Agency,7,BFSI,Bangalore,33,Not Joined
2844,2351632,Yes,21.189619305179946,30,E2,30.0,27.0,-2.31,No,No,Male,Agency,7,EAS,Hyderabad,30,Not Joined
2845,2351651,Yes,26.0,30,E2,70.45,59.09,-6.67,No,No,Male,Agency,4,EAS,Chennai,30,Not Joined
2855,2351823,Yes,25.0,30,E1,57.14,37.14,-12.73,No,No,Male,Agency,3,BFSI,Bangalore,27,Joined
2856,2351828,No,21.189619305179946,30,E1,37.5,37.5,0.0,No,No,Female,Agency,3,BFSI,Bangalore,26,Not Joined
2857,2351837,No,41.0,30,E1,47.06,41.18,-4.0,No,No,Male,Agency,3,BFSI,Bangalore,32,Not Joined
2859,2351847,No,21.189619305179946,60,E1,36.36,36.36,0.0,No,No,Female,Employee Referral,3,ETS,Chennai,27,Not Joined
2860,2351858,No,4.0,60,E2,44.44,22.22,-15.38,No,No,Male,Direct,8,INFRA,Chennai,35,Joined
2861,2351875,No,5.0,60,E2,33.33,26.67,-5.0,No,No,Female,Agency,7,BFSI,Bangalore,30,Not Joined
2862,2351880,No,3.0,30,E1,71.05,73.68,1.54,No,No,Male,Agency,4,ERS,Chennai,29,Joined
2863,2351887,No,4.0,30,E1,37.5,37.5,0.0,No,No,Male,Direct,3,ETS,Bangalore,27,Joined
2864,2351892,Yes,27.0,30,E1,71.88,50.0,-12.73,No,No,Male,Agency,4,BFSI,Bangalore,29,Joined
2867,2351902,No,4.0,30,E1,38.89,38.89,0.0,No,No,Male,Direct,3,ETS,Bangalore,26,Joined
2868,2351912,No,10.0,90,E2,30.72,17.65,-10.0,No,No,Male,Direct,8,BFSI,Chennai,33,Not Joined
2869,2351922,No,8.0,30,E1,40.0,40.0,0.0,No,No,Male,Agency,3,ERS,Chennai,26,Joined
2870,2351930,Yes,37.0,30,E1,20.69,13.79,-5.71,No,No,Male,Employee Referral,4,ERS,Chennai,27,Joined
2871,2351951,No,21.189619305179946,30,E2,39.34,35.25,-2.94,Yes,No,Female,Agency,9,BFSI,Bangalore,32,Not Joined
2872,2351957,Yes,13.0,60,E2,25.39,22.26,-2.5,No,No,Male,Agency,6,BFSI,Bangalore,29,Joined
2874,2351969,No,3.0,30,E2,40.0,28.57,-8.16,No,No,Male,Direct,3,INFRA,Hyderabad,27,Joined
2875,2351970,Yes,7.0,30,E2,41.67,33.33,-5.88,No,No,Male,Agency,7,EAS,Hyderabad,30,Joined
2876,2351976,No,6.0,30,E2,30.95,30.95,0.0,No,No,Male,Direct,4,INFRA,Noida,28,Joined
2878,2351997,Yes,21.189619305179946,60,E2,39.13,30.43,-6.25,No,No,Male,Agency,9,EAS,Hyderabad,34,Not Joined
2879,2352009,Yes,17.0,30,E1,32.2,32.2,0.0,No,No,Male,Direct,3,INFRA,Bangalore,24,Joined
2880,2352030,No,0.0,30,E2,11.76,-1.18,-11.58,No,No,Male,Direct,3,INFRA,Chennai,30,Joined
2882,2352049,No,6.0,30,E1,42.51,42.51,0.0,No,No,Male,Direct,4,INFRA,Mumbai,27,Joined
2883,2352074,No,3.0,30,E1,21.01,21.01,0.0,No,No,Male,Direct,2,INFRA,Chennai,25,Joined
2884,2352077,No,1.0,90,E1,48.94,38.3,-7.14,No,No,Male,Agency,5,CSMP,Chennai,30,Joined
2885,2352092,Yes,21.189619305179946,30,E3,23.53,20.0,-2.86,No,No,Male,Direct,5,CORP,Noida,29,Joined
2888,2352117,Yes,3.0,30,E1,44.23,20.19,-16.67,No,No,Male,Direct,3,INFRA,Mumbai,30,Joined
2889,2352137,No,0.0,30,E2,37.04,30.0,-5.14,No,No,Male,Direct,4,INFRA,Mumbai,35,Joined
2890,2352147,No,1.0,45,E1,58.76,58.76,0.0,No,No,Male,Direct,1,INFRA,Mumbai,26,Joined
2892,2352159,No,1.0,30,E1,40.0,40.0,0.0,No,No,Male,Direct,3,INFRA,Noida,30,Joined
2893,2352168,Yes,16.0,30,E1,37.5,37.5,0.0,No,No,Female,Direct,3,AXON,Bangalore,25,Joined
2895,2352175,No,3.0,30,E2,39.71,39.71,0.0,No,No,Male,Agency,4,INFRA,Noida,30,Joined
2897,2352209,No,21.189619305179946,30,E1,38.71,38.71,0.0,No,No,Male,Direct,6,ETS,Hyderabad,32,Not Joined
2902,2352305,No,7.0,60,E2,4.9,4.9,0.0,No,No,Male,Direct,7,ETS,Bangalore,34,Not Joined
2903,2352320,Yes,16.0,90,E2,17.12,-0.9,-15.38,No,No,Male,Employee Referral,8,ERS,Chennai,35,Joined
2904,2353365,No,31.0,30,E1,38.89,16.67,-16.0,No,No,Male,Direct,3,AXON,Bangalore,28,Joined
2905,2353371,Yes,7.0,30,E1,15.74,0.0,-13.6,No,No,Male,Employee Referral,1,INFRA,Noida,34,Joined
2906,2354171,No,21.189619305179946,30,E2,30.14,30.14,0.0,No,No,Male,Agency,0,INFRA,Chennai,31,Not Joined
2910,2354306,Yes,0.0,30,E1,50.0,50.0,0.0,No,No,Male,Agency,2,INFRA,Noida,26,Not Joined
2912,2354384,Yes,12.0,60,E2,-6.06,-6.06,0.0,No,No,Male,Direct,6,ERS,Bangalore,31,Joined
2913,2354400,No,3.0,60,E1,86.92,63.55,-12.5,No,No,Male,Direct,3,ERS,Chennai,28,Joined
2914,2354413,No,1.0,30,E1,60.0,45.0,-9.38,No,No,Male,Direct,8,ERS,Chennai,35,Joined
2917,2355364,No,40.0,45,E1,42.86,16.19,-18.67,No,No,Male,Agency,6,ERS,Chennai,25,Joined
2923,2355463,Yes,4.0,30,E1,57.89,44.74,-8.33,No,No,Male,Direct,2,ERS,Bangalore,25,Joined
2924,2355503,No,30.0,60,E2,31.58,31.58,0.0,No,No,Male,Direct,6,ETS,Chennai,34,Joined
2925,2355514,Yes,45.0,30,E1,50.0,50.0,0.0,No,No,Male,Direct,4,ETS,Hyderabad,30,Joined
2927,2355539,Yes,5.0,30,E2,8.33,0.0,-7.69,No,No,Male,Direct,6,ETS,Chennai,29,Joined
2928,2355568,No,0.0,45,E1,55.95,46.2,-6.25,No,No,Male,Direct,4,ETS,Gurgaon,27,Joined
2930,2356640,Yes,29.0,30,E1,21.74,15.02,-5.52,No,No,Female,Employee Referral,1,INFRA,Noida,25,Joined
2933,2356687,No,0.0,30,E1,25.0,9.38,-12.5,No,No,Male,Direct,1,ERS,Bangalore,27,Joined
2936,2356746,Yes,24.0,30,E2,29.41,17.65,-9.09,No,No,Male,Agency,6,EAS,Chennai,33,Joined
2938,2356805,Yes,8.0,30,E1,42.86,33.93,-6.25,No,No,Male,Direct,9,ERS,Bangalore,29,Not Joined
2941,2356818,No,21.189619305179946,90,E2,19.57,37.77201584732044,-2.0789156941299427,No,No,Male,Direct,6,CORP,Noida,27,Not Joined
2943,2356842,No,1.0,30,E2,29.41,29.41,0.0,No,No,Male,Agency,7,INFRA,Noida,31,Joined
2944,2356853,No,2.0,30,E2,44.44,44.44,0.0,No,No,Female,Direct,3,INFRA,Bangalore,26,Joined
2945,2356867,Yes,28.0,60,E1,0.0,0.0,0.0,No,No,Male,Agency,3,ERS,Chennai,32,Joined
2946,2356872,Yes,6.0,30,E2,6.67,5.33,-1.25,No,No,Female,Direct,6,ERS,Chennai,29,Joined
2948,2356894,Yes,0.0,30,E2,46.55,46.55,0.0,No,No,Male,Agency,5,ERS,Chennai,28,Joined
2950,2356902,Yes,35.0,60,E2,50.0,40.0,-6.67,No,No,Female,Direct,6,ERS,Bangalore,27,Joined
2951,2356911,Yes,25.0,30,E2,25.0,17.71,-5.83,No,No,Female,Direct,8,ERS,Chennai,31,Not Joined
2952,2356913,No,5.0,30,E1,60.71,60.71,0.0,No,No,Male,Direct,3,ERS,Bangalore,27,Joined
2954,2356922,No,23.0,60,E1,25.0,2.27,-18.18,Yes,No,Male,Agency,3,ERS,Chennai,27,Not Joined
2955,2356923,No,23.0,60,E1,0.0,0.83,0.83,No,No,Male,Agency,4,ERS,Chennai,27,Not Joined
2956,2356927,No,19.0,60,E1,56.25,31.25,-16.0,No,No,Female,Agency,3,ERS,Chennai,26,Joined
2959,2356974,No,3.0,30,E1,74.22,42.86,-18.0,No,No,Male,Direct,0,ERS,Chennai,29,Joined
2960,2356982,Yes,1.0,90,E2,50.0,50.0,0.0,No,No,Male,Direct,3,INFRA,Others,31,Joined
2961,2356985,No,0.0,30,E2,25.0,7.14,-14.29,No,No,Male,Direct,6,INFRA,Noida,31,Joined
2963,2357003,No,10.0,30,E2,26.83,26.83,0.0,No,No,Male,Agency,9,ERS,Chennai,33,Joined
2965,2357032,No,21.189619305179946,60,E2,33.86,44.88,8.24,No,No,Male,Direct,6,ERS,Bangalore,30,Not Joined
2966,2357038,No,0.0,60,E2,33.33,31.67,-1.25,No,No,Male,Agency,6,INFRA,Noida,35,Joined
2967,2357044,Yes,25.0,30,E1,31.52,31.52,0.0,No,No,Female,Employee Referral,3,BFSI,Bangalore,26,Joined
2968,2357062,No,2.0,90,E2,43.75,31.25,-8.7,No,No,Male,Direct,8,BFSI,Chennai,30,Joined
2969,2357066,No,21.189619305179946,30,E1,46.34,34.15,-8.33,No,No,Female,Direct,4,ETS,Noida,27,Joined
2970,2357068,Yes,23.0,90,E2,35.29,35.29,0.0,No,No,Male,Agency,8,ERS,Chennai,32,Not Joined
2972,2357087,Yes,36.0,30,E1,-9.48,-9.48,0.0,No,No,Male,Agency,3,ERS,Chennai,29,Joined
2973,2357091,No,0.0,30,E2,18.05,24.61,5.56,No,No,Male,Agency,6,INFRA,Chennai,32,Joined
2974,2357092,No,21.189619305179946,30,E2,36.36,36.36,0.0,No,No,Male,Agency,7,ERS,Chennai,29,Not Joined
2977,2357103,No,1.0,30,E2,30.0,8.0,-16.92,No,No,Male,Direct,4,INFRA,Noida,28,Joined
2979,2357114,No,7.0,90,E1,62.5,50.0,-7.69,No,No,Male,Agency,3,BFSI,Bangalore,27,Not Joined
2981,2357140,No,0.0,30,E2,57.14,42.86,-9.09,No,No,Male,Direct,3,INFRA,Noida,31,Joined
2985,2357175,Yes,28.0,30,E1,33.33,22.22,-8.33,No,No,Male,Agency,4,BFSI,Bangalore,28,Joined
2986,2357182,Yes,1.0,60,E2,40.0,30.0,-7.14,No,No,Male,Agency,5,INFRA,Noida,26,Joined
2987,2357194,No,2.0,30,E2,23.53,23.53,0.0,No,No,Male,Agency,8,BFSI,Bangalore,40,Not Joined
2988,2357216,Yes,21.189619305179946,90,E2,41.83766269635767,42.86,-2.0789156941299427,No,No,Male,Agency,8,INFRA,Noida,37,Not Joined
2989,2357218,No,35.0,90,E1,30.43,30.43,0.0,No,No,Male,Agency,3,BFSI,Bangalore,27,Not Joined
2990,2357243,No,21.189619305179946,60,E2,0.0,2.15,2.15,No,No,Female,Direct,6,ERS,Bangalore,30,Not Joined
2991,2357258,Yes,4.0,30,E1,33.33,33.33,0.0,No,No,Female,Agency,5,BFSI,Bangalore,30,Joined
2993,2357271,Yes,0.0,30,E1,14.75,14.75,0.0,No,No,Male,Agency,4,BFSI,Bangalore,30,Joined
2995,2357287,No,21.189619305179946,90,E3,27.57,27.57,0.0,No,No,Male,Agency,8,INFRA,Chennai,31,Not Joined
2996,2357288,No,3.0,75,E2,35.14,28.92,-4.6,No,No,Male,Agency,6,BFSI,Bangalore,30,Joined
2997,2357292,Yes,11.0,30,E1,30.95,30.95,0.0,No,No,Male,Agency,4,BFSI,Bangalore,27,Joined
2998,2357297,No,1.0,30,E1,41.83766269635767,45.45,-2.0789156941299427,No,No,Female,Direct,2,ERS,Chennai,26,Not Joined
3000,2357342,No,41.0,60,E1,66.67,41.03,-15.38,No,No,Male,Agency,3,BFSI,Bangalore,28,Joined
3001,2357371,No,7.0,30,E1,55.26,55.26,0.0,No,No,Female,Direct,2,CSMP,Hyderabad,25,Not Joined
3002,2357383,No,7.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,22,Not Joined
3003,2357384,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,22,Not Joined
3004,2357385,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,Not Joined
3005,2357386,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,Joined
3006,2357387,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Joined
3007,2357421,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Joined
3008,2357422,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,Joined
3009,2357423,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,22,Joined
3010,2357424,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,Not Joined
3011,2357425,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,Joined
3012,2357426,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Joined
3013,2357428,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Not Joined
3014,2357429,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,Not Joined
3015,2357430,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Not Joined
3016,2357431,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,22,Joined
3017,2357432,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Not Joined
3018,2357433,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,Not Joined
3019,2357434,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Joined
3020,2357435,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,22,Joined
3021,2357436,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,Joined
3022,2357437,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Not Joined
3023,2357438,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Not Joined
3024,2357439,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,22,Joined
3025,2357440,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,24,Not Joined
3026,2357441,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,Joined
3027,2357442,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,22,Not Joined
3028,2357443,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,Not Joined
3029,2357444,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Joined
3030,2357445,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,24,Joined
3031,2357496,Yes,40.0,90,E1,42.86,42.86,0.0,No,No,Male,Direct,3,ERS,Chennai,26,Joined
3032,2357644,No,1.0,30,E2,42.86,42.86,0.0,No,No,Male,Direct,4,INFRA,Noida,29,Joined
3033,2357877,Yes,1.0,60,E1,48.81,33.93,-10.0,No,No,Male,Employee Referral,3,BFSI,Bangalore,25,Joined
3039,2360395,No,1.0,30,E1,34.48,34.48,0.0,No,No,Female,Employee Referral,3,BFSI,Chennai,26,Joined
3040,2360508,No,44.0,45,E3,30.42,34.26,2.95,No,No,Male,Agency,8,INFRA,Noida,33,Joined
3041,2360542,Yes,6.0,90,E2,25.0,25.0,0.0,No,No,Male,Direct,6,EAS,Bangalore,28,Not Joined
3042,2360606,No,22.0,60,E2,28.3,37.46,7.14,No,No,Male,Agency,7,INFRA,Chennai,31,Joined
3043,2360630,No,1.0,30,E2,37.5,50.0,9.09,No,No,Male,Agency,3,INFRA,Bangalore,25,Joined
3044,2360664,No,0.0,30,E2,34.78,32.61,-1.61,No,No,Male,Agency,6,INFRA,Noida,32,Joined
3045,2360666,No,21.189619305179946,45,E3,30.0,40.45,8.04,No,No,Male,Direct,6,INFRA,Chennai,29,Not Joined
3046,2360686,Yes,21.189619305179946,90,E5,11.61,11.61,0.0,No,No,Male,Agency,10,CORP,Noida,33,Joined
3047,2360696,Yes,13.0,30,E1,1.21,1.21,0.0,No,No,Male,Direct,2,ERS,Noida,23,Joined
3048,2360699,No,21.189619305179946,30,E1,14.29,14.29,0.0,No,No,Female,Direct,2,INFRA,Chennai,25,Not Joined
3049,2360750,No,1.0,30,E1,-7.83,-7.83,0.0,No,No,Male,Direct,3,INFRA,Noida,27,Joined
3050,2360804,Yes,5.0,45,E2,37.5,45.0,5.45,No,No,Male,Agency,5,INFRA,Chennai,30,Joined
3052,2360834,Yes,0.0,30,E2,57.14,37.14,-12.73,No,No,Male,Direct,3,INFRA,Bangalore,30,Not Joined
3054,2360844,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Not Joined
3055,2360861,Yes,34.0,30,E2,31.43,31.43,0.0,No,No,Male,Employee Referral,2,INFRA,Noida,30,Joined
3056,2360872,No,1.0,30,E2,50.0,65.0,10.0,No,No,Male,Direct,4,INFRA,Kolkata,29,Joined
3057,2360878,No,6.0,30,E2,30.21,36.72,5.0,No,No,Male,Direct,5,INFRA,Noida,34,Joined
3058,2360908,No,1.0,30,E1,30.0,30.0,0.0,No,No,Female,Direct,5,BFSI,Bangalore,38,Joined
3059,2360949,Yes,2.0,30,E1,25.0,25.0,0.0,No,No,Male,Agency,4,BFSI,Bangalore,39,Joined
3061,2360981,No,21.189619305179946,60,E2,55.58,40.02,-10.0,No,No,Male,Agency,9,ERS,Bangalore,32,Not Joined
3064,2361082,Yes,5.0,30,E2,49.07,42.86,-4.17,No,No,Female,Direct,8,EAS,Chennai,37,Joined
3067,2361131,Yes,4.0,60,E2,31.82,31.82,0.0,No,No,Male,Agency,6,INFRA,Gurgaon,29,Joined
3068,2361142,Yes,5.0,30,E2,35.8,29.63,-4.55,No,No,Male,Employee Referral,6,EAS,Chennai,29,Joined
3069,2361166,Yes,21.189619305179946,30,E1,4.17,4.17,0.0,No,No,Female,Direct,4,ETS,Bangalore,27,Not Joined
3070,2361205,No,2.0,30,E1,20.97,10.16,-8.93,No,No,Male,Agency,8,ERS,Bangalore,32,Joined
3071,2361214,Yes,36.0,30,E2,42.86,23.81,-13.33,No,No,Male,Agency,7,ETS,Bangalore,31,Not Joined
3072,2361217,No,46.0,60,E2,38.89,38.89,0.0,No,No,Male,Direct,9,BFSI,Bangalore,37,Joined
3073,2361236,No,0.0,30,E2,33.33,27.78,-4.17,No,No,Male,Employee Referral,9,ERS,Noida,39,Joined
3074,2361275,No,1.0,30,E1,31.58,31.58,0.0,No,No,Male,Direct,3,ETS,Bangalore,27,Joined
3076,2361324,No,21.189619305179946,30,E1,20.0,25.0,4.17,No,No,Male,Agency,4,ERS,Noida,25,Not Joined
3077,2361362,No,21.189619305179946,30,E1,22.22,16.67,-4.55,No,No,Female,Agency,3,ERS,Noida,26,Not Joined
3078,2361522,No,33.0,30,E1,33.33,33.33,0.0,No,No,Male,Agency,3,BFSI,Bangalore,30,Joined
3079,2361541,No,3.0,30,E1,25.58,33.72,6.48,No,No,Male,Agency,3,ERS,Chennai,28,Joined
3080,2361673,No,2.0,30,E2,15.18,25.65,9.09,No,No,Male,Direct,10,ERS,Chennai,35,Joined
3081,2361867,No,21.189619305179946,60,E1,44.83,37.93,-4.76,No,No,Male,Employee Referral,3,ETS,Chennai,27,Not Joined
3083,2363805,Yes,21.189619305179946,30,E2,46.67,30.0,-11.36,Yes,No,Male,Employee Referral,7,CSMP,Bangalore,30,Not Joined
3084,2364035,Yes,5.0,30,E3,17.24,17.24,0.0,No,No,Male,Direct,10,EAS,Chennai,35,Joined
3085,2364095,Yes,0.0,30,E2,5.71,5.71,0.0,No,No,Female,Employee Referral,8,BFSI,Chennai,35,Joined
3086,2364124,No,21.189619305179946,30,E1,25.0,25.0,0.0,No,No,Male,Employee Referral,5,ETS,Noida,28,Not Joined
3088,2364171,No,4.0,30,E1,59.57,59.57,0.0,No,No,Female,Direct,3,ETS,Chennai,27,Joined
3089,2364187,No,3.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,Joined
3090,2364188,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,Not Joined
3091,2364189,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,Not Joined
3092,2364190,No,3.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,Joined
3093,2364191,No,3.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,22,Not Joined
3094,2364192,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,25,Joined
3095,2364193,No,3.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,Joined
3097,2364195,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,Not Joined
3098,2364196,No,3.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,22,Joined
3099,2364197,No,3.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Joined
3100,2364198,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Joined
3101,2364199,No,3.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Joined
3102,2364200,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,24,Not Joined
3103,2364201,No,3.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Joined
3104,2364202,No,3.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,Not Joined
3105,2364203,No,3.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,23,Joined
3106,2364204,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Joined
3107,2364205,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,22,Joined
3108,2364206,No,3.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,24,Not Joined
3109,2364207,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,24,Joined
3110,2364208,No,4.0,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,Not Joined
3111,2364209,No,4.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Not Joined
3112,2364210,No,3.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Joined
3113,2364211,No,3.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Joined
3114,2364212,No,3.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,24,Joined
3115,2364213,No,3.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,Not Joined
3116,2364214,No,3.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,24,Joined
3117,2364215,No,3.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,22,Joined
3118,2364216,No,3.0,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,24,Joined
3119,2364223,No,0.0,60,E3,57.73,57.73,0.0,No,No,Male,Agency,5,INFRA,Noida,29,Joined
3120,2364265,No,0.0,30,E2,40.74,40.74,0.0,No,No,Male,Agency,7,INFRA,Noida,30,Joined
3122,2364300,No,0.0,30,E3,22.67,15.0,-6.25,No,No,Male,Direct,10,ERS,Chennai,37,Joined
3123,2364313,No,3.0,30,E1,35.39,35.39,0.0,No,No,Female,Direct,1,INFRA,Chennai,24,Not Joined
3124,2364317,Yes,4.0,60,E3,30.72,24.18,-5.0,No,No,Male,Direct,10,EAS,Hyderabad,33,Not Joined
3126,2364363,No,21.189619305179946,60,E3,27.91,27.91,0.0,No,No,Male,Agency,10,ETS,Bangalore,33,Not Joined
